무인교통단속카메라관리번호,시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,설치장소,단속구분,제한속도,단속구간위치구분,과속단속구간길이,보호구역구분,설치연도
G9119,대구광역시,수성구,특별시도,,지범로,2,대구광역시 수성구 지범로 283,대구광역시 수성구 범물동 1308-10,35.81576391,128.6477097,우방미진하이츠109동건너(진밭골→용지네거리),2,50,,,99.0,2021.0
G9120,대구광역시,수성구,특별시도,,지산로,1,대구광역시 수성구 지산로 12,대구광역시 수성구 지산동 1272,35.82203127,128.6327623,용지초교앞(목련시장→지산네거리),2,30,,,2.0,2021.0
G9121,대구광역시,수성구,특별시도,,지산로,2,대구광역시 수성구 지산로 5,대구광역시 수성구 지산동 1234-1,35.82179946,128.6311794,용지초교건너(지산네거리→목련시장),2,30,,,2.0,2021.0
G9122,대구광역시,수성구,특별시도,,수성로,2,대구광역시 수성구 수성로 133,대구광역시 수성구 상동 84-7,35.837209,128.611651,정화우방팔레스(중동네거리→상동네거리),2,50,,,99.0,2021.0
G9123,대구광역시,수성구,특별시도,25,달구벌대로,1,대구광역시 수성구 달구벌대로 3092-2,대구광역시 수성구 시지동 254-3,35.84264866,128.6953521,고산2동행정복지센터건너(월드컵삼거리→신매네거리),2,60,,,99.0,2021.0
G9124,대구광역시,달서구,특별시도,,용산로,2,대구광역시 달서구 용산로 181,대구광역시 달서구 용산동 230-6,35.85302474,128.5295209,대구학생문화센터앞(옷박골네거리→용산네거리),2,50,,,99.0,2021.0
G9125,대구광역시,달서구,특별시도,,용산로,1,대구광역시 달서구 용산로 186,대구광역시 달서구 용산동 954-19,35.85416021,128.530849,대구학생문화센터건너(용산네거리→옷박골네거리),2,50,,,99.0,2021.0
G9126,대구광역시,달서구,특별시도,,용산로,2,대구광역시 달서구 용산로 253,대구광역시 달서구 용산동 918,35.85908586,128.529736,용전초교(상리공원→옷박골네거리),2,30,,,2.0,2021.0
G9127,대구광역시,달서구,특별시도,,월성로,2,,대구광역시 달서구 월성동 674-9,35.82732294,128.5245001,월암초교건너(월성월드메르디앙→월성북네거리),2,30,,,2.0,2021.0
G9128,대구광역시,달서구,특별시도,,월배로11길,2,대구광역시 달서구 월배로11길,대구광역시 달서구 유천동 599,35.81548343,128.5198593,한샘초교 건너(용천초교→진천역),2,30,,,2.0,2021.0
G9129,대구광역시,달서구,특별시도,,한실로,1,대구광역시 달서구 한실로 36-1,대구광역시 달서구 도원동 1462,35.80728305,128.5304,노전초교건너(진천남네거리→도원네거리),2,50,,,2.0,2021.0
G9130,대구광역시,달서구,특별시도,,송현로,1,대구광역시 달서구 송현로 18,대구광역시 달서구 송현동 1950-23,35.82124563,128.5498344,대서초교건너(청소년수련원삼거리→월촌역),2,30,,,2.0,2021.0
G9131,대구광역시,달서구,특별시도,,월곡로,1,,대구광역시 달서구 상인동 1514-1,35.81368079,128.5430796,상인우방아파트(상인남네거리→상인네거리),2,50,,,99.0,2021.0
G9132,대구광역시,달서구,특별시도,,선원남로,1,대구광역시 달서구 선원남로 120,대구광역시 달서구 이곡동 1304-4,35.85684549,128.5137308,이곡초교앞(와룡공원→성산중학교),2,30,,,2.0,2021.0
G9133,대구광역시,달서구,특별시도,,달구벌대로,2,대구광역시 달서구 달구벌대로 1339,대구광역시 달서구 이곡동 690,35.85196163,128.5144493,성서초교앞(선원공원삼거리→이곡네거리),2,40,,,2.0,2021.0
G9134,대구광역시,달서구,특별시도,,선원남로,2,대구광역시 달서구 선원남로 23,대구광역시 달서구 이곡동 1189-1,35.85830017,128.5020267,와룡초교건너(장미공원→와룡공원),2,30,,,2.0,2021.0
G9135,대구광역시,달서구,특별시도,,선원남로,1,대구광역시 달서구 선원남로 22,대구광역시 달서구 이곡동 1191-1,35.85707321,128.5018563,와룡초교앞(와룡공원→장미공원),2,30,,,2.0,2021.0
G9136,대구광역시,달서구,특별시도,,호산로,2,대구광역시 달서구 호산로 105,대구광역시 달서구 파호동 91-5,35.84934142,128.4775421,호산초교건너(강창역→희성네거리),2,30,,,2.0,2021.0
G9137,대구광역시,달서구,특별시도,,호산로,1,대구광역시 달서구 호산로 126,대구광역시 달서구 호산동 350,35.85004111,128.4788716,호산초교앞(희성네거리→강창역),2,30,,,2.0,2021.0
G9138,대구광역시,달성군,특별시도,,대실역북로,2,대구광역시 달성군 다사읍 대실역북로 55,대구광역시 달성군 다사읍 매곡리 1540,35.86184356,128.4663218,매곡초교건너(왕선초교오거리→대실역),2,30,,,2.0,2021.0
G9139,대구광역시,달성군,특별시도,,테크노대로5길,2,,대구광역시 달성군 유가읍 봉리 656,35.69142041,128.4652899,유가초교건너(비슬사거리동편교차로→과학관사거리),2,30,,,2.0,2021.0
G9140,대구광역시,달성군,특별시도,,테크노대로5길,1,,대구광역시 달성군 유가읍 봉리 656,35.69142041,128.4652899,유가초교앞(과학관사거리→비슬사거리동편교차로),2,30,,,2.0,2021.0
G9141,대구광역시,달성군,특별시도,5,비슬로,2,대구광역시 달성군 비슬로 2199,대구광역시 달성군 옥포읍 본리리 2407-7,35.78852469,128.4623546,옥포초교건너(간경교→교항교차로),2,50,,,2.0,2021.0
G9142,대구광역시,달성군,특별시도,5,비슬로,2,대구광역시 달성군 화원읍 비슬로 2563,대구광역시 달성군 화원읍 천내리 255-3,35.80336311,128.4971108,화원초교건너(화원역→설화명곡역),2,40,,,2.0,2021.0
G9143,대구광역시,달성군,특별시도,,성천로,1,대구광역시 달성군 화원읍 성천로 192,대구광역시 달성군 화원읍 구라리 1557,35.80943449,128.501982,천내초교(성천교→진천천1교),2,40,,,2.0,2021.0
G9144,대구광역시,북구,특별시도,,연경중앙로11길,2,대구광역시 북구 연경중앙로11길 19,대구광역시 북구 연경동 937,35.94573483,128.616056,연경초교앞(팔공초교→연경초교),2,30,,,2.0,2021.0
G9145,대구광역시,북구,특별시도,,동천로,2,대구광역시 북구 동천로 71-1,대구광역시 북구 동천동 923-2,35.93805195,128.5596776,동평초교건너(천암네거리→동평초등네거리),2,30,,,2.0,2021.0
G9146,대구광역시,북구,특별시도,,동천로,1,대구광역시 북구 동천로 84,대구광역시 북구 동천동 915-1,35.93900005,128.5608205,동평초교앞(동평초등네거리→천암네거리),2,30,,,2.0,2021.0
G9218,대구광역시,북구,특별시도,,호국로,1,,대구광역시 북구 국우동 466,35.94578356,128.5861312,국우터널 600m후(서변지하도→50사단),1,50,,,99.0,2021.0
G9219,대구광역시,북구,특별시도,,호국로,1,,대구광역시 북구 구암동 산2-3,35.94564915,128.578325,학정2교(국우터널)(50사단→국우터널),1,50,,,99.0,2021.0
G9969,대구광역시,군위군,지방도,919,치산효령로,1,대구광역시 군위군 효령면 치산효령로 2385-4,대구광역시 군위군 효령면 중구리 171-5,36.15597737,128.5865427,효령초등학교(효령면행정복지센터방면),1,30,,,2.0,2021.0
G9970,대구광역시,군위군,군도,,용매로,2,대구광역시 군위군 효령면 용매로 970,대구광역시 군위군 효령면 고곡리 902-10,36.09704449,128.582035,고매초등학교(매곡리방면),1,30,,,2.0,2021.0
H0961,대구광역시,동구,특별시도,,팔공산로,2,대구광역시 동구 팔공산로 279,대구광역시 동구 덕곡동 205-4,35.99187215,128.6161149,팔공산충전소 건너(대구선명학교→당정마을),1,50,,,99.0,2021.0
H0962,대구광역시,수성구,특별시도,,청수로,2,,대구광역시 수성구 황금동 7,35.84491983,128.6422362,두리봉터널 출구(황금고가)(담티고가교→황금고가교),1,50,,,99.0,2021.0
H0963,대구광역시,달서구,특별시도,,성서공단로,2,대구광역시 달서구 성서공단로 245,대구광역시 달서구 장동 306-103,35.83627118,128.5101207,성서소각사업소(장동네거리→성서공단네거리),1,60,,,99.0,2021.0
H0964,대구광역시,달성군,특별시도,30,가창로,1,,대구광역시 달성군 가창면 옥분리 460-1,35.74953106,128.6505797,가창파티마요양병원 건너(청도→대구),1,60,,,99.0,2021.0
H0965,대구광역시,중구,특별시도,,서성로,2,대구광역시 중구 서성로 77-1,대구광역시 중구 서성로1가 23-2,35.87356821,128.5874117,대구은행 북성로지점교차로(태평네거리→서성네거리),2,50,,,99.0,2021.0
H0966,대구광역시,동구,특별시도,,동부로,2,대구광역시 동구 동부로 149,대구광역시 동구 신천동 1506,35.87794067,128.62919,동대구복합환승센터삼거리(경북수협네거리→동대구역네거리),2,50,,,99.0,2021.0
H0967,대구광역시,동구,특별시도,,송라로,1,대구광역시 동구 송라로 4,대구광역시 동구 신천동 788-13,35.86803012,128.6188613,청구네거리(신천역)(신천시장교차로→신천역),2,50,,,99.0,2021.0
H0968,대구광역시,서구,특별시도,,와룡로,1,대구광역시 서구 와룡로 392,대구광역시 서구 중리동 483-2,35.86775591,128.5383671,서대구공단네거리(새방지하차도→중리네거리),2,60,,,99.0,2021.0
H0969,대구광역시,남구,특별시도,,현충로,1,대구광역시 남구 현충로 75,대구광역시 남구 대명동 690-2,35.83958353,128.5796476,앞산네거리(삼각지네거리→현충삼거리),2,50,,,99.0,2021.0
H0970,대구광역시,북구,특별시도,,연암로,1,대구광역시 북구 연암로 98,대구광역시 북구 산격동 848-31,35.89330637,128.5943447,성북교교차로(북침산네거리→연암네거리),2,50,,,99.0,2021.0
H0971,대구광역시,북구,특별시도,,신천동로,1,,대구광역시 북구 산격동 1519-14,35.89941253,128.5936121,침산교 밑(성북교→무태교),2,60,,,99.0,2021.0
H0972,대구광역시,달서구,특별시도,5,월배로,1,대구광역시 달서구 월배로 174,대구광역시 달서구 상인동 314-13,35.8170955,128.532901,우리은행 상인동지점교차로(월배역→상인역),2,50,,,99.0,2021.0
H0973,대구광역시,달서구,특별시도,,달서대로,2,,대구광역시 달서구 신당동 1659,35.8557341,128.4923178,계명대학교 동문(문화대삼거리→신당네거리),2,60,,,99.0,2021.0
H0974,대구광역시,달서구,특별시도,5,성당로,2,대구광역시 달서구 성당로 70-2,대구광역시 남구 성당동 151-2,35.84338382,128.5617884,성당못앞삼거리(두류공원네거리→성당네거리),2,40,,,1.0,2021.0
H0975,대구광역시,달서구,특별시도,,상화로,2,대구광역시 달서구 상화로 163,대구광역시 달서구 진천동 833-22,35.81008653,128.5316124,상화네거리 서측(상화네거리→진천남네거리),2,60,,,99.0,2021.0
H0976,대구광역시,달성군,특별시도,5,비슬로,1,대구광역시 달성군 현풍읍 비슬로 480,대구광역시 달성군 현풍읍 원교리 407,35.6824959,128.4469463,달성소방서(구지육교→포산고사거리),2,70,,,99.0,2021.0
H0977,대구광역시,북구,특별시도,,동화천로,1,대구광역시 북구 동화천로 220,대구광역시 북구 연경동 994,35.94070548,128.6162807,연경대광로제비앙아파트교차로(도곡네거리→지묘동),2,50,,,99.0,2021.0
H0978,대구광역시,동구,특별시도,,파계로,2,,대구광역시 동구 중대동 산 52-2,35.97100531,128.6282964,시점(서촌초교→지묘초교),99,50,1.0,,99.0,2021.0
H0979,대구광역시,동구,특별시도,,파계로,2,,대구광역시 동구 지묘동 산 108-3,35.94786893,128.6352856,종점(서촌초교→지묘초교),99,50,2.0,,99.0,2021.0
H0980,대구광역시,달성군,특별시도,,테크노폴리스로,2,,대구광역시 달성군 옥포읍 김흥리 552-8,35.74332117,128.4890238,테크노폴리스로(테크노)시점(수목원→테크노폴리스),99,80,1.0,,99.0,2021.0
H0981,대구광역시,달성군,특별시도,,테크노폴리스로,2,,대구광역시 달성군 유가읍 초곡리 22,35.71108318,128.4651027,테크노폴리스로(테크노)종점(수목원→테크노폴리스),99,80,2.0,,99.0,2021.0
H1099,대구광역시,군위군,일반국도,28,동부로,1,대구광역시 군위군 삼국유사면 동부로 352,대구광역시 군위군 삼국유사면 화수리 967-9,36.130294,128.751743,학성교회100M전(매성리방면),2,60,,,99.0,2021.0
H1875,대구광역시,북구,고속국도,1,경부고속도로,2,대구광역시 북구 한강로6길 20,대구광역시 북구 사수동 21,35.89534784,128.5152355,경부고속도로140.3k종점1/2차로(부산방면),99,100,2.0,8.857,99.0,2021.0
H1876,대구광역시,북구,고속국도,1,경부고속도로,2,대구광역시 북구 한강로6길 20,대구광역시 북구 사수동 21,35.89534784,128.5152355,경부고속도로140.3k종점3/4차로(부산방면),99,100,2.0,8.857,99.0,2021.0
H1893,대구광역시,달성군,고속국도,12,중부내륙지선,2,대구광역시 달성군 옥포읍 송촌길 201,대구광역시 달성군 옥포읍 송촌리 266-1,35.76733495,128.4735233,중부내륙지선12.4k시점1/2차로(창녕방면),99,100,1.0,8.663,99.0,2021.0
H1894,대구광역시,달성군,고속국도,12,중부내륙선,2,대구광역시 달성군 현풍읍 비슬로156길 31-7,대구광역시 달성군 현풍읍 성하리 산 32-2,35.70714772,128.4403037,중부내륙지선3.7k종점1/2차로(창녕방면),99,100,2.0,8.663,99.0,2021.0
H1915,대구광역시,군위군,지방도,927,중앙길,1,대구광역시 군위군 군위읍 동서5길 32,대구광역시 군위군 군위읍 서부리 26-3,36.238444,128.5677789,군위초등학교(군위읍주민자치센터방면),1,30,,,2.0,2021.0
H1916,대구광역시,군위군,일반국도,28,동부로,2,대구광역시 군위군 의흥면 연계지호길 4,대구광역시 군위군 의흥면 연계리 622-2,36.16252772,128.7488934,새마을회관전(매성리방면),1,60,,,99.0,2021.0
H1917,대구광역시,군위군,지방도,919,치산효령로,2,대구광역시 군위군 효령면 소계길 16,대구광역시 군위군 효령면 화계리 1117-3,36.11758834,128.633492,화계보건소앞(동군위IC방면),1,60,,,99.0,2021.0
H1978,대구광역시,군위군,지방도,923,송백로,1,대구광역시 군위군 소보면 송백로 1394,대구광역시 군위군 소보면 송원리 1110,36.254366,128.4760713,송원초등학교(송원삼거리방면),1,30,,,2.0,2021.0
H2297,대구광역시,동구,특별시도,,파계로,2,,대구광역시 동구 중대동 1102-3,35.97914521,128.6310904,서촌초교(파계삼거리→지묘동),1,30,,,2.0,2021.0
H2298,대구광역시,동구,특별시도,,옻골로,1,,대구광역시 동구 부동 600-1,35.89462532,128.6820975,해안초교(명당새마을회관→가산지),1,30,,,2.0,2021.0
H2299,대구광역시,동구,특별시도,,동호로,2,,대구광역시 동구 신서동 525-14,35.86759268,128.7305872,강동초교 건너(강동중학교→안심역코오롱하늘채아파트),1,30,,,2.0,2021.0
H2300,대구광역시,동구,특별시도,,팔공산로,2,대구광역시 동구 팔공산로 225,대구광역시 동구 덕곡동 34,35.99718605,128.613761,선명학교 건너(가좌교차로→당정마을),1,40,,,2.0,2021.0
H2301,대구광역시,남구,특별시도,,신촌길,1,대구광역시 남구 신촌길 45,대구광역시 남구 봉덕동 1068-24,35.83810891,128.6012992,앞산비스타동원아파트(봉덕영무예다음아파트→봉덕초교),1,30,,,99.0,2021.0
H2302,대구광역시,남구,특별시도,,중앙대로49길,2,대구광역시 남구 중앙대로49길 26,대구광역시 남구 대명동 1802-15,35.8555117,128.5890021,경북여자상업고교(대명2동복지센터→중앙대로),1,30,,,99.0,2021.0
H2303,대구광역시,남구,특별시도,,중앙대로31길,2,대구광역시 남구 중앙대로31길 158,대구광역시 남구 대명동 1819-13,35.85172817,128.5853006,남대구초교(영대병원→삼각지네거리),1,30,,,2.0,2021.0
H2304,대구광역시,북구,특별시도,,복현로,1,대구광역시 북구 복현로 32-1,대구광역시 북구 복현동 249-6,35.89481433,128.6245278,경전유치원(복현네거리→공항교교차로),1,30,,,2.0,2021.0
H2305,대구광역시,북구,특별시도,,침산로,1,대구광역시 북구 침산로 198,대구광역시 북구 침산동 543-4,35.89372019,128.5900197,침산쌍용예가2차아파트 건너(북침산네거리→백사벌네거리),1,40,,,99.0,2021.0
H2306,대구광역시,북구,특별시도,,침산로,2,대구광역시 북구 침산로 198,대구광역시 북구 침산동 543-4,35.89372019,128.5900197,침산쌍용예가2차아파트앞(백사벌네거리→북침산네거리),1,40,,,99.0,2021.0
H2307,대구광역시,수성구,특별시도,25,달구벌대로,2,대구광역시 수성구 달구벌대로 3310,대구광역시 수성구 신매동 10-31,35.83617188,128.7177481,한라하우젠트아파트 건너(정평역→사월역),2,60,,,99.0,2021.0
H2308,대구광역시,수성구,특별시도,,효행로,1,대구광역시 수성구 효행로2길 111,대구광역시 수성구 만촌동 262,35.8748369,128.6524258,동문초교 건너(만촌자전거경기장→망우당네거리),1,30,,,2.0,2021.0
H2309,대구광역시,수성구,특별시도,,효행로,2,대구광역시 수성구 효행로2길 91,대구광역시 수성구 만촌동 80-5,35.87565981,128.651378,동문초교앞(망우당네거리→만촌자전거경기장),1,30,,,2.0,2021.0
H2310,대구광역시,수성구,특별시도,,용학로,1,대구광역시 수성구 용학로 272,대구광역시 수성구 범물동 1336,35.82046822,128.6393835,사랑숲유치원 건너(범물네거리→지산목련시장),1,30,,,2.0,2021.0
H2311,대구광역시,수성구,특별시도,,달구벌대로,1,대구광역시 수성구 달구벌대로 649길 14,대구광역시 수성구 신매동 230,35.83890959,128.712362,매호초교 건너(시지우방하이츠아파트→시지신매보성타운아파트),1,30,,,2.0,2021.0
H2312,대구광역시,수성구,특별시도,,달구벌대로,2,대구광역시 수성구 달구벌대로 649길 21,대구광역시 수성구 신매동 255-1,35.84038258,128.7124802,매호초교앞(시지신매보성타운아파트→시지우방하이츠아파트),1,30,,,2.0,2021.0
H2313,대구광역시,수성구,특별시도,,시지로,2,대구광역시 수성구 시지로 80-1,대구광역시 수성구 시지동 492-7,35.83706519,128.6960581,노변초교(노변중학교→노변초교),1,30,,,2.0,2021.0
H2314,대구광역시,수성구,특별시도,,국채보상로,1,대구광역시 수성구 국채보상로 1068,대구광역시 수성구 만촌동 974-1,35.86807502,128.6464109,귀빈사우나(동원초교→무열대삼거리),1,50,,,99.0,2021.0
H2315,대구광역시,수성구,특별시도,,범어로,1,대구광역시 수성구 범어로 143,대구광역시 수성구 범어동 147-21,35.86208493,128.6354718,후니피자 수성범어점(계성어린이집→수성구청역),1,40,,,99.0,2021.0
H2316,대구광역시,수성구,특별시도,,범안로4길,1,,대구광역시 수성구 범물동 1364-2,35.81658379,128.6404967,범일초교건너(범물중학교→범일초교교차로),1,30,,,2.0,2021.0
H2317,대구광역시,달서구,특별시도,,한실로6길,1,대구광역시 달서구 한실로6길 108,대구광역시 달서구 대곡동 1162,35.79831931,128.5285639,한실초교 건너(수목원서한아파트→신세계마트),1,30,,,2.0,2021.0
H2318,대구광역시,달서구,특별시도,,송현로,1,대구광역시 달서구 송현로 81,대구광역시 달서구 송현동 2043,35.82406479,128.5429938,효성초교 건너(월촌역→학남삼거리),1,30,,,2.0,2021.0
H2319,대구광역시,달서구,특별시도,,학산로2길,1,대구광역시 달서구 학산로2길 38,대구광역시 달서구 상인동 1-23,35.82413307,128.5328213,송일초교 건너(월성남네거리→보성은하아파트교차로),1,30,,,2.0,2021.0
H2320,대구광역시,달서구,특별시도,,상인로,1,대구광역시 달서구 상인로 139,대구광역시 달서구 상인동 1520-1,35.8182854,128.5435972,상화유치원 건너(월촌공원→송현119안전센터),1,30,,,2.0,2021.0
H2321,대구광역시,달서구,특별시도,,조암남로,1,대구광역시 달서구 조암남로 75,대구광역시 달서구 월성동 1407-6,35.82039554,128.524853,신월초교후문 건너(신월초교→월배농협),1,30,,,99.0,2021.0
H2322,대구광역시,달서구,특별시도,,학산로7길,1,대구광역시 달서구 학산로7길 82,대구광역시 달서구 본동 692-1,35.83553003,128.5309318,감천초교 서측앞(월성초교→감천네거리),1,30,,,2.0,2021.0
H2323,대구광역시,달서구,특별시도,,학산로7길,2,대구광역시 달서구 학산로7길 77,대구광역시 달서구 본동 611-6,35.83517341,128.5305583,감천초교 서측건너(감천네거리→월성초교),1,30,,,99.0,2021.0
H2324,대구광역시,달서구,특별시도,,파도고개로,2,대구광역시 달서구 파도고개로 57,대구광역시 달서구 성당동 52-1,35.85312388,128.571234,성남초교 건너(내당역→성당시장네거리),2,30,,,2.0,2021.0
H2325,대구광역시,달서구,특별시도,,달구벌대로,2,대구광역시 달서구 달구벌대로 1429-11,대구광역시 달서구 장기동 48,35.85035905,128.523264,장성초교 건너(홈플러스성서점→용산지하차도),1,30,,,2.0,2021.0
H2326,대구광역시,달성군,특별시도,,금계길,2,대구광역시 달성군 옥포읍 금계길 55,대구광역시 달성군 옥포읍 교항리 1503,35.78883806,128.4437334,금계초교앞(신당리→교항교차로),1,30,,,2.0,2021.0
H2327,대구광역시,달성군,특별시도,,창리로11길,1,대구광역시 달성군 창리로11길 51,대구광역시 달성군 구지면 창리 444-2,35.65946994,128.4114067,구지초교(창3리입구교차로→달성구지우체국),1,30,,,2.0,2021.0
H2328,대구광역시,달성군,특별시도,30,가창로,2,대구광역시 달성군 가창면 가창로221길 1,대구광역시 달성군 가창면 용계리 7,35.80456757,128.6216025,용계초교(가창교→용계교),1,30,,,2.0,2021.0
H2329,대구광역시,달성군,특별시도,30,달구벌대로55길,1,대구광역시 달성군 달구벌대로55길 104,대구광역시 달성군 하빈면 동곡리 152-1,35.8787533,128.4167351,동곡초교(하빈파출소→봉촌교),1,30,,,2.0,2021.0
H2330,대구광역시,달성군,특별시도,,현풍동로,1,대구광역시 달성군 현풍동로 101-1,대구광역시 달성군 현풍읍 상리 582,35.69916085,128.4498536,현풍초교(달성종합스포츠파크→상리교),1,30,,,2.0,2021.0
H2331,대구광역시,달성군,특별시도,,성암로2길,2,대구광역시 달성군 성암로2길 68,대구광역시 달성군 화원읍 본리리 101-5,35.80082943,128.5093573,화동초교앞(명천로→화암로),1,30,,,2.0,2021.0
H2332,대구광역시,달성군,특별시도,,성암로2길,1,대구광역시 달성군 성암로2길 68,대구광역시 달성군 화원읍 본리리 129-3,35.79983628,128.5103887,화동초교 건너(화암로→명천로),1,30,,,2.0,2021.0
H2333,대구광역시,달성군,특별시도,,하빈로,1,대구광역시 달성군 하빈로 380,대구광역시 달성군 하빈면 현내리 847-5,35.9000594,128.4411397,하빈초교 건너(하빈교삼거리→하빈면사무소교차로),1,30,,,2.0,2021.0
H2334,대구광역시,달성군,특별시도,,죽곡1길,2,대구광역시 달성군 다사읍 죽곡1길 18,대구광역시 달성군 다사읍 죽곡리 189,35.85679928,128.4633756,죽곡초교(달구벌대로→대실역e편한세상아파트),1,30,,,2.0,2021.0
H2335,대구광역시,북구,특별시도,,매전로,2,대구광역시 북구 매전로 32,대구광역시 북구 매천동 743,35.90869955,128.5461555,관문초교 건너(매천고네거리→매천화성파크드림아파트),1,30,,,2.0,2021.0
H2336,대구광역시,북구,특별시도,,매전로,1,대구광역시 북구 매전로 32,대구광역시 북구 매천동 743,35.90869955,128.5461555,관문초교앞(매천화성파크드림아파트→매천고네거리),1,30,,,2.0,2021.0
H2337,대구광역시,북구,특별시도,,대천로,2,대구광역시 북구 대천로 40,대구광역시 북구 읍내동 1070-2,35.93733407,128.5535665,대천초교 건너(동천교→구수산도서관),1,30,,,2.0,2021.0
H2338,대구광역시,북구,특별시도,,서변로,1,대구광역시 북구 서변로 117,대구광역시 북구 서변동 1766,35.926335,128.5966383,영남네오빌블루아파트앞(서변동우체국→서변청아람아파트),1,30,,,99.0,2021.0
H2339,대구광역시,북구,특별시도,,서변로,2,대구광역시 북구 서변로 115-1,대구광역시 북구 서변동 1732-9,35.92622013,128.5966362,영남네오빌블루아파트 건너(서변청아람아파트→서변동우체국),1,30,,,99.0,2021.0
H2340,대구광역시,북구,특별시도,,동암로,1,대구광역시 북구 동암로 24,대구광역시 북구 읍내동 470-5,35.94636375,128.5538512,거동교 서측(칠곡우체국네거리→칠곡홈플러스),1,50,,,99.0,2021.0
H2341,대구광역시,중구,특별시도,,서성로,1,대구광역시 중구 서성로 66,대구광역시 중구 서성로1가41-3,35.87244392,128.5877053,서성네거리 북측(서성네거리→태평네거리),2,50,,,99.0,2021.0
H2342,대구광역시,중구,특별시도,,달구벌대로,1,대구광역시 중구 달구벌대로 2108,대구광역시 중구 남산동 910-1,35.86503449,128.5941738,반월당네거리(계산오거리→봉산육거리),2,60,,,99.0,2021.0
H2343,대구광역시,중구,특별시도,,달성로,1,대구광역시 중구 달성로 22,대구광역시 중구 동산동 576,35.86702356,128.5825844,계성초교 건너(청라언덕네거리→동산네거리),2,40,,,2.0,2021.0
H2344,대구광역시,중구,특별시도,,달성로,2,대구광역시 중구 달성로 15-1,대구광역시 중구 대신동 993,35.86651449,128.5821893,계성초교앞(동산네거리→청라언덕네거리),2,40,,,2.0,2021.0
H2345,대구광역시,중구,특별시도,,명덕로,2,대구광역시 중구 명덕로 59,대구광역시 중구 남산동 2271-2,35.85905563,128.5775149,남대구정형외과(계명네거리→내당네거리),2,50,,,99.0,2021.0
H2346,대구광역시,동구,특별시도,,동화천로,1,대구광역시 동구 동화천로 372,대구광역시 동구 지묘동 1352-1,35.9440597,128.6292859,연경아이파크아파트(한들교)(연경LH천년나무1단지아파트→한들교),2,50,,,99.0,2021.0
H2347,대구광역시,동구,특별시도,,동화천로,2,대구광역시 동구 동화천로 369,대구광역시 동구 지묘동 1337,35.94510535,128.6294062,연경아이파크아파트(연경체육공원)(동화천교차로→연경체육공원),2,50,,,99.0,2021.0
H2348,대구광역시,동구,특별시도,,과학로13길,2,대구광역시 동구 과학로 51,대구광역시 동구 각산동 1059,35.88380453,128.717223,새론초교(경안로→과학로),2,30,,,2.0,2021.0
H2349,대구광역시,동구,특별시도,,동촌로,1,대구광역시 동구 동촌로 290,대구광역시 동구 방촌동 1113-132,35.87908311,128.671324,방촌역(방촌역→용호네거리),2,60,,,99.0,2021.0
H2350,대구광역시,동구,특별시도,,율하동로,1,대구광역시 동구 율하동로 56,대구광역시 동구 율하동 1474,35.86442027,128.7016593,율원초교 건너(율원중학교→신기역),2,30,,,2.0,2021.0
H2351,대구광역시,동구,특별시도,,효신로,2,대구광역시 동구 효신로 27,대구광역시 동구 신천동 484-1,35.87447419,128.6340049,팔공정보문화센터 건너(경북수협네거리→효신네거리),2,50,,,99.0,2021.0
H2352,대구광역시,동구,특별시도,,안심로,2,,대구광역시 동구 괴전동 220-4,35.8729096,128.7386864,대림육교 밑삼거리(숙천동→안심역),2,60,,,99.0,2021.0
H2353,대구광역시,서구,특별시도,,국채보상로,1,대구광역시 서구 국채보상로 370,대구광역시 서구 비산동 388-39,35.87207561,128.5714068,비산네거리(대성초교)(서구청→대성초교),2,50,,,99.0,2021.0
H2354,대구광역시,서구,특별시도,5,서대구로,2,대구광역시 서구 서대구광역시로 161,대구광역시 서구 평리동 1522-1,35.87235699,128.5545218,한국폴리텍대학(평리광명네거리→신평리네거리),2,50,,,99.0,2021.0
H2355,대구광역시,서구,특별시도,,북비산로,2,대구광역시 서구 북비산로 155,대구광역시 서구 평리동 574-4,35.87906519,128.5500413,이현시장 건너(평리네거리→이현삼거리),2,50,,,99.0,2021.0
H2356,대구광역시,서구,특별시도,,국채보상로,2,대구광역시 서구 국채보상로 429,대구광역시 서구 비산동 152-41,35.87156029,128.5779612,대성초교 건너(큰장네거리→비산네거리),2,40,,,2.0,2021.0
H2357,대구광역시,서구,특별시도,,문화로,1,대구광역시 서구 문화로 262,대구광역시 서구 평리동 1039-4,35.87556372,128.561268,평리3동행정복지센터 건너(평리광명교차로→평리1동행정복지센터),2,30,,,99.0,2021.0
H2358,대구광역시,서구,특별시도,,원대로,2,대구광역시 서구 원대로 43,대구광역시 서구 원대동1가 15-2,35.88129193,128.5803932,달성초교네거리(달성공원역)(북구청네거리→달성공원역),2,40,,,2.0,2021.0
H2359,대구광역시,남구,특별시도,,대명남로,2,대구광역시 남구 대명남로 158,대구광역시 남구 대명동 646-1,35.83541059,128.5753121,룸비니유치원 동측(대덕네거리→남명삼거리),2,40,,,99.0,2021.0
H2360,대구광역시,남구,특별시도,,대봉로,1,대구광역시 남구 대봉로 115-1,대구광역시 남구 이천동 671,35.8490424,128.6036329,대봉초교앞(희망로→대봉네거리),2,30,,,2.0,2021.0
