주차장관리번호,주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,위도,경도,데이터기준일자
150-4-000160,제일유료주차장,민영,노외,대구광역시 중구 명륜로23길 97(남산동),대구광역시 중구 남산동 912-2,26,1,미시행,평일+토요일,01:30,22:00,01:30,22:00,00:00,00:00,유료,30,1000,30.0,1000.0,,,,현금,,35.8642811907,128.594617242,2019-06-21
150-4-000161,정호유료주차장,민영,노외,대구광역시 중구 동성로4길 93(공평동),대구광역시 중구 공평동 66,11,1,미시행,평일+토요일,08:00,22:00,08:00,22:00,00:00,00:00,유료,30,1000,,,,,,현금,"1시간 1,900원",35.8689642184,128.5994451691,2019-06-21
150-4-000162,동인2가유료주차장,민영,노외,대구광역시 중구 국채보상로140길 4(동인동2가),대구광역시 중구 동인동2가 221-2,8,1,미시행,평일+토요일,07:00,20:30,07:00,20:30,00:00,00:00,유료,30,1000,30.0,1000.0,,7000.0,,현금,,35.8686384033,128.6063027862,2019-06-21
150-4-000163,시민유료주차장,민영,노외,대구광역시 중구 북성로 103(북성로1가),대구광역시 중구 북성로1가 21-6,63,1,미시행,평일+토요일,08:00,18:00,08:00,18:00,00:00,00:00,유료,30,1000,30.0,1000.0,,,,현금,,35.8745964804,128.5936060497,2019-06-21
150-4-000164,가창유료주차장,민영,노외,대구광역시 중구 경상감영길 290,대구광역시 중구 동인동2가 62-6,27,1,미시행,평일+토요일,08:20,21:00,08:20,21:00,00:00,00:00,유료,30,1000,30.0,1000.0,,,,현금,"1시간 1,500원",35.8707000716,128.603078,2019-06-21
150-4-000165,현대유료주차장,민영,노외,대구광역시 중구 동성로12길 53(문화동),대구광역시 중구 문화동 10-29,50,1,미시행,평일+토요일,09:30,22:30,09:30,22:30,00:00,00:00,유료,30,1000,30.0,1000.0,,,,현금,,35.8712345839,128.5986715092,2019-06-21
150-4-000166,삼덕유료주차장,민영,노외,대구광역시 중구 공평로8길 46,대구광역시 중구 삼덕동2가 106-11,10,1,미시행,평일+토요일,09:00,22:00,09:00,22:00,00:00,00:00,유료,30,1000,30.0,1000.0,,,,현금,,35.866317,128.602434,2019-06-21
150-4-000167,호성유료주차장,민영,노외,대구광역시 중구 태평로28길 24(태평로2가),대구광역시 중구 태평로2가 19,20,1,미시행,평일+토요일,07:00,18:00,07:00,18:00,00:00,00:00,유료,30,1000,30.0,500.0,,,,현금,,35.8745539638,128.591605,2019-06-21
150-4-000168,미성유료주차장,민영,노외,대구광역시 중구 중앙대로 391,대구광역시 중구 동성로3가 8,75,1,미시행,평일+토요일,07:00,22:00,07:00,22:00,00:00,00:00,유료,60,1500,60.0,1500.0,,,,현금,,35.8679826899,128.593017455,2019-06-21
150-4-000169,현대유료주차장,민영,노외,대구광역시 중구 공평로 26-7(삼덕동2가),대구광역시 중구 삼덕동2가 140-12,15,1,미시행,평일+토요일,08:00,22:00,08:00,22:00,00:00,00:00,유료,30,1000,,,,,,현금,"1시간 1,500원",35.866323685,128.6004061919,2019-06-21
150-4-000170,경북유료주차장,민영,노외,대구광역시 중구 동덕로 109,대구광역시 중구 삼덕동2가 208-4,20,1,미시행,평일+토요일,08:00,18:00,08:00,18:00,00:00,00:00,유료,60,1500,60.0,1500.0,,,,현금,,35.864538,128.602642,2019-06-21
150-4-000171,경일유료주차장,민영,노외,대구광역시 중구 대봉로 194-15,대구광역시 중구 대봉동 188-6,8,1,미시행,평일+토요일,10:00,18:00,10:00,18:00,00:00,00:00,유료,30,1000,,,,,,현금,"2시간 2,000원",35.8559969009,128.6030854835,2019-06-21
150-4-000172,신원유료주차장,민영,노외,대구광역시 중구 서성로14길 53(북내동),대구광역시 중구 북내동 5,15,1,미시행,평일+토요일,08:00,20:00,08:00,20:00,00:00,00:00,유료,30,1000,30.0,1000.0,,3000.0,,현금,,35.8729231235,128.5904059817,2019-06-21
150-4-000173,목천유료주차장,민영,노외,대구광역시 중구 공평로20길 33(동인동1가),대구광역시 중구 동인동1가 228,30,1,미시행,평일+토요일,08:00,19:00,08:00,19:00,00:00,00:00,유료,30,1000,,,,,,현금,"1시간 2,000",35.8717348369,128.6027869362,2019-06-21
150-4-000174,현대유료주차장,민영,노외,대구광역시 중구 달성공원로8길 32(시장북로),대구광역시 중구 시장북로 59-2,19,1,미시행,평일+토요일,07:00,17:00,07:00,17:00,00:00,00:00,유료,30,1000,,,,,,현금,"1시간 2,000원",35.873271,128.5818683,2019-06-21
150-4-000175,대일유료주차장,민영,노외,대구광역시 중구 동덕로 105,대구광역시 중구 삼덕동2가 149-7,21,1,미시행,평일+토요일,08:00,19:30,08:00,19:30,00:00,00:00,유료,60,1500,60.0,1500.0,,,,현금,,35.8642363947,128.602587198,2019-06-21
150-1-000001,달성공원주변노상주차장,공영,노상,대구광역시 중구 달성공원로 35(달성동),대구광역시 중구 달성동 294-1,96,1,미시행,평일+토요일+공휴일,08:00,20:00,08:00,20:00,08:00,20:00,유료,30,1000,10.0,500.0,4.0,10000.0,100000.0,현금,"경차,장애인,국가유공자 할인",35.8733988367,128.5759201177,2019-06-21
150-1-000002,국민은행남산동지점 주변 노상주차장,공영,노상,대구광역시 중구 중앙대로65길 23(남산동),대구광역시 중구 남산동 614-12,16,1,미시행,평일+토요일,08:00,20:00,08:00,20:00,00:00,00:00,유료,30,500,10.0,250.0,4.0,5000.0,50000.0,현금,"경차,장애인,국가유공자 할인",35.8620886,128.5914229,2019-06-21
150-2-000003,남산공영주차장,공영,노외,대구광역시 중구 명덕로35길 44(남산동),대구광역시 중구 남산동 2175-24,61,1,미시행,평일+토요일,08:00,20:00,08:00,20:00,00:00,00:00,유료,30,500,10.0,250.0,4.0,5000.0,50000.0,현금,"경차,장애인,국가유공자 할인",35.8587307,128.5890951715,2019-06-21
150-1-000004,중구청 북편 외 1개소 노상주차장,공영,노상,대구광역시 중구 국채보상로 139길 29(동인동1가),대구광역시 중구 동인동1가 307-1,57,1,미시행,평일+토요일,08:00,20:00,08:00,20:00,00:00,00:00,유료,30,1000,10.0,500.0,4.0,10000.0,100000.0,현금,"경차,장애인,국가유공자 할인",35.8704221,128.6062692,2019-06-21
150-1-000005,농협공판장 동편 외 1개소 노상주차장,공영,노상,대구광역시 중구 태평로 205(태평로1가),대구광역시 중구 태평로1가 23-1,45,1,미시행,평일+토요일,06:30,18:30,06:30,18:30,00:00,00:00,유료,30,500,10.0,250.0,4.0,5000.0,50000.0,현금,"경차,장애인,국가유공자 할인",35.8742208307,128.6004410352,2019-06-21
150-1-000006,수창초교 주변 노상주차장,공영,노상,대구광역시 중구 북성로3길 42(수창동),대구광역시 중구 수창동 65-17,29,1,미시행,평일+토요일,08:00,20:00,08:00,20:00,00:00,00:00,유료,30,1000,10.0,500.0,4.0,10000.0,100000.0,현금,"경차,장애인,국가유공자 할인",35.875595,128.5828388,2019-06-21
150-1-000007,남산4동주민센터 부근 노상주차장,공영,노상,대구광역시 중구 남산로1길 7(남산동),대구광역시 중구 남산동 2266-4,33,1,미시행,평일+토요일,08:00,20:00,08:00,20:00,00:00,00:00,유료,30,1000,10.0,500.0,4.0,10000.0,100000.0,현금,"경차,장애인,국가유공자 할인",35.8572699787,128.5821832,2019-06-21
150-1-000008,자동차부속골목 서편 노상주차장,공영,노상,대구광역시 중구 명덕로151(남산동),대구광역시 중구 남산동 2118-1,39,1,미시행,평일+토요일,08:00,20:00,08:00,20:00,00:00,00:00,유료,30,500,10.0,250.0,4.0,5000.0,50000.0,현금,"경차,장애인,국가유공자 할인",35.8569238297,128.5864820097,2019-06-21
150-1-000009,중앙도서관 부근 노상주차장,공영,노상,대구광역시 중구 공평로 10길 28(삼덕동2가),대구광역시 중구 삼덕동2가 19,15,1,미시행,평일+토요일,08:00,20:00,08:00,20:00,00:00,00:00,유료,30,1000,10.0,500.0,4.0,10000.0,100000.0,현금,"경차,장애인,국가유공자 할인",35.867493036,128.6011543,2019-06-21
150-1-000010,동대구신협 동남편 노상주차장,공영,노상,대구광역시 중구 동덕로 30길 125(동인동4가),대구광역시 중구 동인동4가 416,20,1,미시행,평일,08:00,20:00,00:00,00:00,00:00,00:00,유료,30,1000,10.0,500.0,4.0,10000.0,100000.0,현금,"경차,장애인,국가유공자 할인",35.8661741,128.610727,2019-06-21
150-1-000011,센트로팰리스 부근 노상주차장,공영,노상,대구광역시 중구 이천로 246(봉산동),대구광역시 중구 봉산동 178-27,134,1,미시행,평일,08:00,20:00,00:00,00:00,00:00,00:00,유료,30,1000,10.0,500.0,4.0,10000.0,100000.0,현금,"경차,장애인,국가유공자 할인",35.8631083643,128.5995975982,2019-06-21
150-1-000012,대백프라자 주변 노상주차장,공영,노상,대구광역시 중구 명덕로 333(대봉동),대구광역시 중구 대봉동 214,57,1,미시행,평일+토요일,08:00,20:00,08:00,20:00,00:00,00:00,유료,30,1000,10.0,500.0,4.0,10000.0,100000.0,현금,"경차,장애인,국가유공자 할인",35.8557152445,128.6063962,2019-06-21
150-1-000013,경대병원 부근 노상주차장,공영,노상,대구광역시 중구 동덕로 130(삼덕동2가),대구광역시 중구 삼덕동2가 50,38,1,미시행,평일+토요일,08:00,20:00,08:00,20:00,00:00,00:00,유료,30,1000,10.0,500.0,4.0,10000.0,100000.0,현금,"경차,장애인,국가유공자 할인",35.8662354972,128.604314661,2019-06-21
150-1-000014,신명고 주변 외 1개소 노상주차장,공영,노상,대구광역시 중구 국채보상로 102길 7(계산동1가),대구광역시 중구 계산동1가 14-1,61,1,미시행,평일+토요일,08:00,20:00,08:00,20:00,00:00,00:00,유료,30,1000,10.0,500.0,4.0,10000.0,100000.0,현금,"경차,장애인,국가유공자 할인",35.8700896,128.5855281,2019-06-21
150-2-000015,북성공영주차장,공영,노외,대구광역시 중구 태평로 28길 7(태평로2가),대구광역시 중구 태평로2가 15-1,58,1,미시행,평일+토요일,08:00,20:00,08:00,20:00,00:00,00:00,유료,30,1000,10.0,500.0,4.0,10000.0,100000.0,현금,"경차,장애인,국가유공자 할인",35.875174,128.592031,2019-06-21
150-1-000016,대봉1동주민센터 주변 노상주차장,공영,노상,대구광역시 중구 달구벌대로 440길 27(대봉동),대구광역시 중구 대봉동 19-17,24,1,미시행,평일+토요일,08:00,20:00,08:00,20:00,00:00,00:00,유료,30,500,10.0,250.0,4.0,5000.0,50000.0,현금,"경차,장애인,국가유공자 할인",35.8615449078,128.6043643,2019-06-21
150-1-000017,달성동 복개도로 주변 노상주차장,공영,노상,대구광역시 중구 달성로 21길 42(달성동),대구광역시 중구 달성동 31-1,106,1,미시행,평일+토요일,07:30,19:30,07:30,19:30,00:00,00:00,유료,30,1000,10.0,500.0,4.0,10000.0,100000.0,현금,"경차,장애인,국가유공자 할인",35.87569661,128.5807544,2019-06-21
150-1-000018,약령서문 동편 노상주차장,공영,노상,대구광역시 중구 중앙대로 81길 110(남성로),대구광역시 중구 남성로 2-1,26,1,미시행,평일+토요일,08:00,20:00,08:00,20:00,00:00,00:00,유료,30,1000,10.0,500.0,4.0,10000.0,100000.0,현금,"경차,장애인,국가유공자 할인",35.8695341,128.587618,2019-06-21
150-2-000019,성내공영주차장,공영,노외,대구광역시 중구 국채보상로 131길 15,대구광역시 중구 동인동2가 6-1,25,1,미시행,평일,08:00,20:00,00:00,00:00,00:00,00:00,유료,30,1000,10.0,500.0,4.0,10000.0,100000.0,현금,"경차,장애인,국가유공자 할인",35.8705146,128.601856,2019-06-21
150-1-000020,콘서트하우스 서편 노상주차장,공영,노상,대구광역시 중구 태평로 141(태평로2가),대구광역시 중구 태평로2가 1-1,48,1,미시행,평일,08:00,20:00,00:00,00:00,00:00,00:00,유료,30,1000,10.0,500.0,4.0,10000.0,100000.0,현금,"경차,장애인,국가유공자 할인",35.8760471,128.5936973465,2019-06-21
150-2-000021,교동공영주차장,공영,노외,대구광역시 중구 교동2길 11(교동),대구광역시 중구 교동 51-1,208,1,미시행,평일+토요일+공휴일,08:00,22:00,08:00,22:00,08:00,22:00,유료,30,500,10.0,250.0,5.0,10000.0,50000.0,현금+신용카드,"경차,장애인,국가유공자 할인",35.8737005604,128.5983667581,2019-06-21
150-2-000022,남산향수길공영주차장,공영,노외,대구광역시 중구 명륜로12길 47(남산동),대구광역시 중구 남산동 228-4,35,1,미시행,평일+토요일,08:00,20:00,08:00,20:00,00:00,00:00,유료,30,500,10.0,250.0,4.0,5000.0,50000.0,신용카드,"경차,장애인,국가유공자 할인",35.86133303,128.587513075,2019-06-21
150-2-000023,김광석길공영주차장,공영,노외,대구광역시 중구 신천대로 677,대구광역시 중구 대봉동 31-30,81,1,미시행,평일+토요일+공휴일,08:00,00:00,08:00,00:00,08:00,00:00,유료,30,500,10.0,250.0,4.0,10000.0,100000.0,신용카드,"경차,장애인,국가유공자 할인",35.8593011817,128.606406587,2019-06-21
150-2-000024,중앙로관광버스전용주차장,공영,노외,대구광역시 중구 중앙대로 456-3(화전동),대구광역시 중구 화전동 2-5,11,1,미시행,평일+토요일+공휴일,09:00,20:00,09:00,20:00,09:00,20:00,유료,60,1000,60.0,1000.0,10.0,10000.0,,현금+신용카드,,35.8738941031,128.594925047,2019-06-21
150-4-000025,GS타임즈유료주차장,민영,노외,대구광역시 중구 공평로10길 42,대구광역시 중구 삼덕동2가 29-5,88,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,30,600,30.0,600.0,,,,현금,"1시간 1,200원",35.867687,128.602098,2019-06-21
150-4-000026,ZD유료주차장,민영,노외,대구광역시 중구 동성로2길 21-5,대구광역시 중구 봉산동 2-3,12,1,미시행,평일+토요일+공휴일,10:00,23:59,10:00,23:59,10:00,23:59,유료,60,1000,60.0,1000.0,,,,현금,,35.8668086435,128.5959255518,2019-06-21
150-4-000027,건영유료주차장,민영,노외,대구광역시 중구 달성공원로 14,대구광역시 중구 대신동 69-13,10,1,미시행,평일+토요일,08:00,19:00,08:00,19:00,00:00,00:00,유료,30,1000,30.0,1000.0,,,,현금,,35.871772,128.579693,2019-06-21
150-4-000028,계산문화관유료주차장,민영,노외,대구광역시 중구 서성로 10,대구광역시 중구 계산동2가 70-3,300,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,30,800,,,,,,현금,,35.8733242192,128.5870614247,2019-06-21
150-4-000029,계성유료주차장,민영,노외,대구광역시 중구 달성로 35,대구광역시 중구 대신동 277-7,78,1,미시행,평일+토요일,08:00,20:00,08:00,20:00,00:00,00:00,유료,30,1500,30.0,1500.0,,,,현금,,35.8679350842,128.5802492339,2019-06-21
150-4-000030,남산유료주차장,민영,노외,대구광역시 중구 명륜로 19,대구광역시 중구 남산동 437-1,25,1,미시행,평일+토요일,08:00,19:00,08:00,19:00,00:00,00:00,유료,30,1000,30.0,1000.0,,,,현금,,35.8647413486,128.5889981121,2019-06-21
150-4-000031,뉴대구유료주차장,민영,노외,대구광역시 중구 국채보상로142길 33-29,대구광역시 중구 동인동4가 400-4,25,1,미시행,평일+토요일,07:00,22:00,07:00,22:00,00:00,00:00,유료,60,1000,,,,,,현금,"2시간 2,000원2시간 이상 3,000원",35.867054,128.609621,2019-06-21
150-4-000032,달성빌딩유료주차장,민영,노외,대구광역시 중구 달성공원로8길 10,대구광역시 중구 대신동 5-2,200,1,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,30,1000,30.0,1000.0,,,,현금,,35.8733442523,128.5806223936,2019-06-21
150-4-000033,대구유료주차장,민영,노외,대구광역시 중구 중앙대로 354-42(남산동),대구광역시 중구 남산동 921-5,35,1,미시행,평일+토요일,09:00,23:00,09:00,23:00,00:00,00:00,유료,30,1000,30.0,1000.0,,,,현금,,35.864431,128.5942274187,2019-06-21
150-4-000034,대본유료주차장,민영,노외,대구광역시 중구 달성로26길 98,대구광역시 중구 수창동 46-1,10,1,미시행,평일+토요일,08:00,18:00,08:00,18:00,00:00,00:00,유료,30,1000,,,,,,현금,"1시간 1,500원",35.8750333074,128.5872948183,2019-06-21
150-4-000035,동산유료주차장,민영,노외,대구광역시 중구 큰장로12길 67(대신동),대구광역시 중구 대신동 1523,50,1,미시행,평일+토요일,07:30,18:00,07:30,18:00,00:00,00:00,유료,30,1000,30.0,1000.0,,,,현금,,35.8666917581,128.5763895472,2019-06-21
150-4-000036,동성로중앙유료주차장,민영,노외,대구광역시 중구 동성로2길 80,대구광역시 중구 공평동 15,305,1,미시행,평일+토요일,00:00,23:59,00:00,23:59,00:00,00:00,유료,30,800,,,,,,현금,,35.8692142039,128.5971827869,2019-06-21
150-4-000037,동아유료주차장,민영,노외,대구광역시 중구 동성로12길 21,대구광역시 중구 문화동 7-5,32,1,미시행,평일+토요일,09:00,21:00,09:00,21:00,00:00,00:00,유료,30,1000,,,,,,현금,,35.871552,128.596993,2019-06-21
150-4-000038,명성유료주차장,민영,노외,대구광역시 중구 경상감영길 106(전동),대구광역시 중구 포정동 54-3,55,1,미시행,평일+토요일,08:00,23:00,08:00,23:00,00:00,00:00,유료,30,1000,30.0,1000.0,,,,현금,,35.8718070285,128.5932977419,2019-06-21
150-4-000039,바다유료주차장,민영,노외,대구광역시 중구 중앙대로81길 89(수동),대구광역시 중구 수동 58-3,11,1,미시행,평일+토요일,08:30,18:00,08:30,18:00,00:00,00:00,유료,60,1000,60.0,1000.0,,,,현금,,35.8693362909,128.5887931543,2019-06-21
150-4-000040,삼덕2유료주차장,민영,노외,대구광역시 중구 동성로4길 40-8(삼덕동1가),대구광역시 중구 삼덕동1가 56-2,20,1,미시행,평일+토요일,10:00,23:30,10:00,23:30,00:00,00:00,유료,30,1000,,,,,,현금,"1시간 2,000원",35.866378185,128.5992913385,2019-06-21
150-4-000041,삼덕유료주차장,민영,노외,대구광역시 중구 동성로3길 36,대구광역시 중구 삼덕동1가 28-29,17,1,미시행,평일+토요일,09:30,23:59,09:30,23:59,00:00,00:00,유료,30,2000,30.0,1000.0,,,,현금,,35.866924,128.5978303,2019-06-21
150-4-000042,새종로유료주차장,민영,노외,대구광역시 중구 중앙대로77길 6,대구광역시 중구 동성로3가 7-4,5,1,미시행,평일+토요일,08:30,21:00,08:30,21:00,00:00,00:00,유료,60,1500,,,,,,현금,,35.868434,128.593234,2019-06-21
150-4-000043,승리유료주차장,민영,노외,대구광역시 중구 태평로 138,대구광역시 중구 태평로2가 12-2,30,1,미시행,평일+토요일,08:00,20:00,08:00,20:00,00:00,00:00,유료,30,1000,30.0,1000.0,,,,현금,,35.875125,128.592746,2019-06-21
150-4-000044,신동영유료주차장,민영,노외,대구광역시 중구 북성로 105-1(북성로1가),대구광역시 중구 북성로1가 18-2,30,1,미시행,평일+토요일,09:00,20:00,09:00,20:00,00:00,00:00,유료,30,1000,30.0,1000.0,,,,현금,,35.8746068994,128.593922,2019-06-21
150-4-000045,신유료주차장,민영,노외,대구광역시 중구 중앙대로79길 51,대구광역시 중구 장관동 39-1,7,1,미시행,평일+토요일,08:00,19:00,08:00,19:00,00:00,00:00,유료,0,0,,,,,,현금,,35.8689256,128.590775,2019-06-21
150-4-000046,약령시유료주차장,민영,노외,대구광역시 중구 달구벌대로415길 15,대구광역시 중구 계산동2가 141,300,1,미시행,평일+토요일,10:00,22:00,10:00,22:00,00:00,00:00,유료,30,1000,,,,,,현금,,35.8673292805,128.589554628,2019-06-21
150-4-000047,약령시회관유료주차장,민영,노외,대구광역시 중구 달구벌대로415길 49,대구광역시 중구 수동 85,38,1,미시행,평일+토요일,08:00,20:00,08:00,20:00,00:00,00:00,유료,30,1000,,,,,,현금,,35.868535,128.5899305,2019-06-21
150-4-000048,오경유료주차장,민영,노외,대구광역시 중구 큰장로26안길 64,대구광역시 중구 대신동 1080,22,1,미시행,평일+토요일,08:30,19:00,08:30,19:00,00:00,00:00,유료,60,1000,30.0,1000.0,,,,현금,,35.8664729,128.576874,2019-06-21
150-4-000049,오토헨즈유료주차장,민영,노외,대구광역시 중구 국채보상로99길 54,대구광역시 중구 시장북로 1-14,30,1,미시행,평일+토요일,08:00,20:00,08:00,20:00,00:00,00:00,유료,30,1000,30.0,1000.0,,,,현금,,35.872833,128.582535,2019-06-21
150-4-000050,종로유료주차장,민영,노외,대구광역시 중구 국채보상로 570-5,대구광역시 중구 전동 38,35,1,미시행,평일+토요일,09:00,23:00,09:00,23:00,00:00,00:00,유료,30,1000,30.0,1000.0,,,,현금,,35.870478,128.593118,2019-06-21
150-4-000051,중앙시네마유료주차장,민영,노외,대구광역시 중구 중앙대로79길 13(남일동),대구광역시 중구 남일동 131-1,60,1,미시행,평일+토요일,08:00,23:00,08:00,23:00,00:00,00:00,유료,60,1500,60.0,1500.0,,,,현금,,35.869157,128.5928098137,2019-06-21
150-4-000052,중앙유료주차장,민영,노외,대구광역시 중구 경상감영길 80(포정동),대구광역시 중구 포정동 35,42,1,미시행,평일+토요일,08:00,20:00,08:00,20:00,00:00,00:00,유료,30,1000,30.0,1000.0,,,,현금,,35.8714301219,128.5918198801,2019-06-21
150-4-000053,태능유료주차장,민영,노외,대구광역시 중구 달성로22길 86,"대구광역시 중구 수창동 91-7,8",12,1,미시행,평일+토요일,08:00,18:00,08:00,18:00,00:00,00:00,유료,30,1000,,,,,,현금,"1시간 2,000원",35.8743955138,128.5867329185,2019-06-21
150-4-000054,한성유료주차장,민영,노외,대구광역시 중구 국채보상로 548-1,대구광역시 중구 종로1가 79,30,1,미시행,평일+토요일,07:30,23:00,07:30,23:00,00:00,00:00,유료,30,1000,30.0,1000.0,,,,현금,,35.8702589,128.5907129,2019-06-21
150-4-000055,한일유료주차장,민영,노외,대구광역시 중구 달성공원로8길 22-7(대신동),대구광역시 중구 대신동 7-5,17,1,미시행,평일+토요일,09:00,21:00,09:00,21:00,00:00,00:00,유료,30,1000,,,,,,현금,"1시간 2,000원",35.8730631492,128.5811659746,2019-06-21
150-4-000056,한일유료주차장,민영,노외,대구광역시 중구 이천로 222-10(봉산동),대구광역시 중구 봉산동 168-96,18,1,미시행,평일+토요일,08:00,18:00,08:00,18:00,00:00,00:00,유료,60,1000,60.0,1000.0,,,,현금,,35.8609444301,128.599656,2019-06-21
150-4-000057,해주유료주차장,민영,노외,대구광역시 중구 국채보상로123길 5,대구광역시 중구 문화동 12-18,60,1,미시행,평일+토요일,08:00,23:00,08:00,23:00,00:00,00:00,유료,30,1000,30.0,1000.0,,,,현금,,35.871011,128.5972860182,2019-06-21
150-4-000058,동성로유료주차장,민영,노외,대구광역시 중구 동성로12길 26,대구광역시 중구 문화동 12-19,26,1,미시행,평일+토요일,09:00,22:00,09:00,22:00,00:00,00:00,유료,30,1000,30.0,1000.0,,,,현금,,35.8713519,128.5971704,2019-06-21
150-4-000059,종로유료주차장,민영,노외,대구광역시 중구 중앙대로81길 31,대구광역시 중구 종로2가 3,20,1,미시행,평일+토요일,00:00,23:59,00:00,23:59,00:00,00:00,유료,30,1000,30.0,1000.0,,,,현금,,35.869525,128.591967,2019-06-21
150-4-000060,향촌유료주차장,민영,노외,대구광역시 중구 서성로14길 111,대구광역시 중구 향촌동 51-7,30,1,미시행,평일+토요일,09:00,19:00,09:00,19:00,00:00,00:00,유료,30,1000,30.0,1000.0,,,,현금,,35.8733487,128.5937441007,2019-06-21
150-4-000061,중구주차장,민영,노외,대구광역시 중구 국채보상로 679-14(동인동2가),대구광역시 중구 동인동2가 140-1,20,1,미시행,평일+토요일,09:00,18:00,09:00,18:00,00:00,00:00,유료,30,1000,10.0,500.0,,,,현금,"1시간 2,000원",35.8696222659,128.6055077951,2019-06-21
150-4-000062,동산유료주차장,민영,노외,대구광역시 중구 국채보상로102길 36,대구광역시 중구 동산동 180-9,25,1,미시행,평일+토요일,10:00,20:00,10:00,20:00,00:00,00:00,유료,30,1000,30.0,1000.0,,,,현금,,35.8688259,128.5859252,2019-06-21
150-4-000063,동영유료주차장,민영,노외,대구광역시 중구 중앙대로81길 6,대구광역시 중구 동일동 6-1,30,1,미시행,평일+토요일,09:00,23:30,09:00,23:30,00:00,00:00,유료,30,1000,30.0,1000.0,,,,현금,,35.8698976411,128.5932984,2019-06-21
150-4-000064,덕영유료주차장,민영,노외,대구광역시 중구 북성로4길 67-11(인교동),대구광역시 중구 인교동 276-3,46,1,미시행,평일+토요일,07:00,22:00,07:00,22:00,00:00,00:00,유료,30,1000,30.0,1000.0,,,,현금,,35.8715858414,128.5860435838,2019-06-21
150-4-000065,영신유료주차장,민영,노외,대구광역시 중구 경상감영길 4,대구광역시 중구 서문로1가 55-1,18,1,미시행,평일+토요일,08:00,20:00,08:00,20:00,00:00,00:00,유료,30,1000,30.0,1000.0,,,,현금,,35.8709409,128.5876594,2019-06-21
150-4-000066,평화유료주차장,민영,노외,대구광역시 중구 서성로16길 72,대구광역시 중구 대안동 50-8,38,1,미시행,평일+토요일,09:00,19:00,09:00,19:00,00:00,00:00,유료,60,1000,60.0,1000.0,,,,현금,,35.873195,128.5914817783,2019-06-21
150-4-000067,도경유료주차장,민영,노외,대구광역시 중구 공평로 26-17,대구광역시 중구 삼덕동2가 128-9,13,1,미시행,평일+토요일,00:00,23:59,00:00,23:59,00:00,00:00,유료,60,1000,60.0,1000.0,,,,현금,,35.866233,128.601033,2019-06-21
150-4-000068,대구유료주차장,민영,노외,대구광역시 중구 봉산문화길 101,대구광역시 중구 봉산동 129-15,64,1,미시행,평일+토요일,07:00,23:00,07:00,23:00,00:00,00:00,유료,30,1000,,,,,,현금,"1시간 1,900원",35.8644063576,128.596336,2019-06-21
150-4-000069,동인유료주차장,민영,노외,대구광역시 중구 동덕로 179(동인동1가),대구광역시 중구 동인동1가 288-3,15,1,미시행,평일+토요일,09:00,18:00,09:00,18:00,00:00,00:00,유료,30,1000,,,,,,현금,1시간 2.500원,35.870805749,128.604070233,2019-06-21
150-4-000070,대호유료주차장,민영,노외,대구광역시 중구 서성로 31-10,대구광역시 중구 서성로2가 51-1,20,1,미시행,평일+토요일+공휴일,08:00,22:00,08:00,22:00,08:00,22:00,유료,30,1000,30.0,500.0,,10000.0,100000.0,현금,,35.869468,128.5865985408,2019-06-21
150-4-000071,창조유료주차장,민영,노외,대구광역시 중구 중앙대로 354-13,대구광역시 중구 남산동 911-16,40,1,미시행,평일+토요일,09:00,21:00,09:00,21:00,00:00,00:00,유료,30,1000,,,,,,현금,"1시간 2,200원",35.864643,128.594120351,2019-06-21
150-4-000072,메트로유료주차장,민영,노외,대구광역시 중구 공평로4길 14,대구광역시 중구 삼덕동2가 149-48,40,1,미시행,평일+토요일,07:30,22:00,07:30,22:00,00:00,00:00,유료,60,1500,60.0,1500.0,,,,현금,,35.865282307,128.6006673,2019-06-21
150-4-000073,장인유료주차장,민영,노외,대구광역시 중구 서성로 81(수창동),대구광역시 중구 수창동 101-11,42,1,미시행,평일+토요일,07:30,19:00,07:30,19:00,00:00,00:00,유료,30,1000,10.0,300.0,,,,현금,,35.8740224202,128.5874163708,2019-06-21
150-4-000074,예술유료주차장,민영,노외,대구광역시 중구 봉산문화1길 17,대구광역시 중구 봉산동 168-6,75,1,미시행,평일+토요일,07:30,21:30,07:30,21:30,00:00,00:00,유료,30,1000,,,,,,현금,"1시간 1,500원",35.8630543,128.5982674,2019-06-21
150-4-000075,신우유료주차장,민영,노외,대구광역시 중구 공평로 46(삼덕동2가),대구광역시 중구 삼덕동2가 3-4,170,1,미시행,평일+토요일,00:00,23:59,00:00,23:59,00:00,00:00,유료,30,1000,,,,,,현금,"1시간 1,900원",35.8681021442,128.600061,2019-06-21
